season_id,edition_id,game_id,round,action_number,period,type,player_id,team_id,opponent_id,x,y,details
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,3,1,2FGM,Justin Robinson,Gravelines-Dunkerque,Boulogne-Levallois,-3.886,3.837,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,4,1,2FGM,Victor Wembanyama,Boulogne-Levallois,Gravelines-Dunkerque,1.349,0.833,alley oop
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,6,1,2FGA,Dominik Olejniczak,Gravelines-Dunkerque,Boulogne-Levallois,-4.87,2.393,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,10,1,2FGA,Justin Robinson,Gravelines-Dunkerque,Boulogne-Levallois,2.881,3.196,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,12,1,2FGA,Dominik Olejniczak,Gravelines-Dunkerque,Boulogne-Levallois,0,-0.175,putback
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,14,1,2FGM,Victor Wembanyama,Boulogne-Levallois,Gravelines-Dunkerque,0.526,1.659,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,16,1,3FGA,Vince Edwards,Gravelines-Dunkerque,Boulogne-Levallois,-7.02,-0.382,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,18,1,2FGM,Dominik Olejniczak,Gravelines-Dunkerque,Boulogne-Levallois,-0.641,-0.36,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,21,1,3FGM,Dennis Seeley,Gravelines-Dunkerque,Boulogne-Levallois,-5.122,5.534,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,30,1,2FGM,Dennis Seeley,Gravelines-Dunkerque,Boulogne-Levallois,-4.436,2.093,floating jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,31,1,2FGA,Bandja Sy,Boulogne-Levallois,Gravelines-Dunkerque,4.436,3.86,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,33,1,2FGA,Dennis Seeley,Gravelines-Dunkerque,Boulogne-Levallois,2.721,1.611,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,36,1,2FGA,Vince Edwards,Gravelines-Dunkerque,Boulogne-Levallois,3.75,3.149,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,38,1,2FGM,Dominik Olejniczak,Gravelines-Dunkerque,Boulogne-Levallois,0,-0.175,putback
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,39,1,2FGA,Aaron Henry,Boulogne-Levallois,Gravelines-Dunkerque,0.069,-0.13,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,41,1,2FGA,Bandja Sy,Boulogne-Levallois,Gravelines-Dunkerque,0,-0.175,putback
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,54,1,2FGM,Justin Robinson,Gravelines-Dunkerque,Boulogne-Levallois,-1.303,1.726,floating jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,62,1,2FGM,Ibrahima Fall Faye,Boulogne-Levallois,Gravelines-Dunkerque,2.857,0.421,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,63,1,3FGM,Szilard Benke,Gravelines-Dunkerque,Boulogne-Levallois,2.744,6.819,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,67,1,2FGA,Lahaou Konate,Boulogne-Levallois,Gravelines-Dunkerque,0.709,-0.223,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,70,1,2FGM,Ibrahima Fall Faye,Boulogne-Levallois,Gravelines-Dunkerque,1.395,2.689,dunk
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,71,1,3FGM,Vafessa Fofana,Gravelines-Dunkerque,Boulogne-Levallois,4.619,5.694,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,80,1,2FGA,Szilard Benke,Gravelines-Dunkerque,Boulogne-Levallois,-2.011,0.878,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,89,1,2FGA,Fabien Damase,Gravelines-Dunkerque,Boulogne-Levallois,-0.846,3.471,floating jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,93,1,2FGA,Szilard Benke,Gravelines-Dunkerque,Boulogne-Levallois,-2.264,2.759,floating jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,97,1,2FGM,Hugo Besson,Boulogne-Levallois,Gravelines-Dunkerque,1.303,2.645,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,104,1,2FGA,Hugo Besson,Boulogne-Levallois,Gravelines-Dunkerque,2.493,1.315,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,106,1,2FGA,Aaron Henry,Boulogne-Levallois,Gravelines-Dunkerque,1.007,1.337,floating jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,108,1,3FGA,Fabien Damase,Gravelines-Dunkerque,Boulogne-Levallois,5.053,5.489,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,110,1,3FGA,Hugo Besson,Boulogne-Levallois,Gravelines-Dunkerque,5.785,4.112,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,119,2,2FGM,Vafessa Fofana,Gravelines-Dunkerque,Boulogne-Levallois,-1.326,1.866,dunk
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,124,2,2FGM,Szilard Benke,Gravelines-Dunkerque,Boulogne-Levallois,-2.08,0.878,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,126,2,2FGM,Victor Wembanyama,Boulogne-Levallois,Gravelines-Dunkerque,0.161,0.855,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,128,2,2FGM,Vafessa Fofana,Gravelines-Dunkerque,Boulogne-Levallois,-2.035,0.374,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,130,2,3FGM,Aaron Henry,Boulogne-Levallois,Gravelines-Dunkerque,-6.06,3.745,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,134,2,2FGM,Hugo Besson,Boulogne-Levallois,Gravelines-Dunkerque,0.777,0.626,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,135,2,3FGA,Dennis Seeley,Gravelines-Dunkerque,Boulogne-Levallois,-2.127,7.461,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,137,2,2FGM,Ibrahima Fall Faye,Boulogne-Levallois,Gravelines-Dunkerque,0.572,0.144,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,143,2,2FGM,Ibrahima Fall Faye,Boulogne-Levallois,Gravelines-Dunkerque,2.127,0.741,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,144,2,3FGA,Romuald Morency,Gravelines-Dunkerque,Boulogne-Levallois,-6.585,2.507,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,146,2,3FGA,Justin Robinson,Gravelines-Dunkerque,Boulogne-Levallois,0.48,7.186,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,149,2,2FGA,Dominik Olejniczak,Gravelines-Dunkerque,Boulogne-Levallois,-1.784,1.222,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,157,2,3FGA,Hugo Besson,Boulogne-Levallois,Gravelines-Dunkerque,-4.024,6.29,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,159,2,3FGM,Justin Robinson,Gravelines-Dunkerque,Boulogne-Levallois,0.572,7.438,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,160,2,2FGA,Ibrahima Fall Faye,Boulogne-Levallois,Gravelines-Dunkerque,-3.087,3.767,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,165,2,2FGM,Victor Wembanyama,Boulogne-Levallois,Gravelines-Dunkerque,1.464,0.533,alley oop
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,167,2,3FGA,Dennis Seeley,Gravelines-Dunkerque,Boulogne-Levallois,1.074,7.301,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,169,2,2FGA,Victor Wembanyama,Boulogne-Levallois,Gravelines-Dunkerque,1.349,-0.085,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,171,2,2FGM,Victor Wembanyama,Boulogne-Levallois,Gravelines-Dunkerque,1.486,0.559,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,172,2,2FGM,Dennis Seeley,Gravelines-Dunkerque,Boulogne-Levallois,-3.498,2.919,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,178,2,3FGA,Victor Wembanyama,Boulogne-Levallois,Gravelines-Dunkerque,6.402,4.501,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,180,2,2FGA,Justin Robinson,Gravelines-Dunkerque,Boulogne-Levallois,2.194,3.905,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,182,2,3FGA,Devante Jones,Boulogne-Levallois,Gravelines-Dunkerque,2.927,7.161,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,184,2,3FGA,Dennis Seeley,Gravelines-Dunkerque,Boulogne-Levallois,-5.19,5.649,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,187,2,2FGA,Victor Wembanyama,Boulogne-Levallois,Gravelines-Dunkerque,1.098,-0.038,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,193,2,2FGM,Dennis Seeley,Gravelines-Dunkerque,Boulogne-Levallois,-3.156,3.171,step-back
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,195,2,2FGA,Lahaou Konate,Boulogne-Levallois,Gravelines-Dunkerque,-3.705,0.192,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,199,2,2FGA,Devante Jones,Boulogne-Levallois,Gravelines-Dunkerque,0.96,0.811,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,201,2,2FGM,Dennis Seeley,Gravelines-Dunkerque,Boulogne-Levallois,-2.172,1.27,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,203,2,3FGA,Victor Wembanyama,Boulogne-Levallois,Gravelines-Dunkerque,6.014,4.938,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,213,2,3FGM,Vince Edwards,Gravelines-Dunkerque,Boulogne-Levallois,6.951,0.281,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,215,2,2FGM,Bandja Sy,Boulogne-Levallois,Gravelines-Dunkerque,2.149,0.307,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,220,2,3FGA,Victor Wembanyama,Boulogne-Levallois,Gravelines-Dunkerque,5.168,16.908,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,237,3,3FGA,Dennis Seeley,Gravelines-Dunkerque,Boulogne-Levallois,5.945,4.753,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,240,3,3FGM,Justin Robinson,Gravelines-Dunkerque,Boulogne-Levallois,5.945,4.271,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,242,3,2FGM,Ibrahima Fall Faye,Boulogne-Levallois,Gravelines-Dunkerque,-0.801,1.085,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,244,3,3FGM,Vince Edwards,Gravelines-Dunkerque,Boulogne-Levallois,-4.322,5.901,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,246,3,3FGM,Hugo Besson,Boulogne-Levallois,Gravelines-Dunkerque,6.951,1.474,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,250,3,2FGA,Dominik Olejniczak,Gravelines-Dunkerque,Boulogne-Levallois,-0.594,0.948,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,252,3,3FGA,Lahaou Konate,Boulogne-Levallois,Gravelines-Dunkerque,-6.86,-0.015,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,255,3,2FGA,Ibrahima Fall Faye,Boulogne-Levallois,Gravelines-Dunkerque,-0.732,0.718,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,257,3,2FGM,Victor Wembanyama,Boulogne-Levallois,Gravelines-Dunkerque,0,-0.175,putback
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,261,3,2FGA,Devante Jones,Boulogne-Levallois,Gravelines-Dunkerque,-0.824,1.359,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,263,3,2FGA,Hugo Besson,Boulogne-Levallois,Gravelines-Dunkerque,-1.19,-0.567,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,265,3,2FGA,Victor Wembanyama,Boulogne-Levallois,Gravelines-Dunkerque,0,-0.175,putback
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,271,3,3FGA,Vince Edwards,Gravelines-Dunkerque,Boulogne-Levallois,5.19,5.534,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,273,3,2FGA,Romuald Morency,Gravelines-Dunkerque,Boulogne-Levallois,1.029,0.648,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,277,3,3FGA,Hugo Besson,Boulogne-Levallois,Gravelines-Dunkerque,2.698,7.231,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,279,3,2FGM,Victor Wembanyama,Boulogne-Levallois,Gravelines-Dunkerque,0,-0.175,putback
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,280,3,2FGA,Justin Robinson,Gravelines-Dunkerque,Boulogne-Levallois,2.011,2.345,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,282,3,2FGM,Dominik Olejniczak,Gravelines-Dunkerque,Boulogne-Levallois,0.893,0.741,hook shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,283,3,2FGA,Victor Wembanyama,Boulogne-Levallois,Gravelines-Dunkerque,-4.436,0.077,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,285,3,2FGM,Romuald Morency,Gravelines-Dunkerque,Boulogne-Levallois,4.71,-0.085,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,292,3,2FGM,Victor Wembanyama,Boulogne-Levallois,Gravelines-Dunkerque,-2.103,0.167,dunk
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,294,3,3FGM,Vince Edwards,Gravelines-Dunkerque,Boulogne-Levallois,6.974,-0.038,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,296,3,2FGA,Victor Wembanyama,Boulogne-Levallois,Gravelines-Dunkerque,-3.955,-0.36,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,298,3,3FGM,Vince Edwards,Gravelines-Dunkerque,Boulogne-Levallois,0.594,7.368,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,300,3,2FGA,Victor Wembanyama,Boulogne-Levallois,Gravelines-Dunkerque,-0.96,0.007,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,302,3,3FGM,Romuald Morency,Gravelines-Dunkerque,Boulogne-Levallois,-6.928,-0.819,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,312,3,2FGM,Hugo Besson,Boulogne-Levallois,Gravelines-Dunkerque,-1.897,2.185,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,313,3,2FGA,Justin Robinson,Gravelines-Dunkerque,Boulogne-Levallois,-3.819,1.085,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,315,3,2FGA,Szilard Benke,Gravelines-Dunkerque,Boulogne-Levallois,0,-0.175,putback
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,317,3,2FGM,Romuald Morency,Gravelines-Dunkerque,Boulogne-Levallois,1.143,0.811,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,318,3,3FGA,Lahaou Konate,Boulogne-Levallois,Gravelines-Dunkerque,6.677,2.989,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,324,3,2FGM,Szilard Benke,Gravelines-Dunkerque,Boulogne-Levallois,0.96,0.214,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,330,3,3FGM,Armel Traore,Boulogne-Levallois,Gravelines-Dunkerque,-5.145,5.419,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,339,3,2FGM,Hugo Besson,Boulogne-Levallois,Gravelines-Dunkerque,-2.332,-0.337,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,340,3,3FGA,Justin Robinson,Gravelines-Dunkerque,Boulogne-Levallois,1.555,7.643,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,344,3,2FGM,Bandja Sy,Boulogne-Levallois,Gravelines-Dunkerque,-0.938,0.374,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,345,3,3FGA,Szilard Benke,Gravelines-Dunkerque,Boulogne-Levallois,-2.424,13.744,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,350,4,2FGM,Aaron Henry,Boulogne-Levallois,Gravelines-Dunkerque,-0.618,-0.427,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,355,4,3FGM,Vafessa Fofana,Gravelines-Dunkerque,Boulogne-Levallois,3.841,6.338,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,357,4,2FGA,Hugo Besson,Boulogne-Levallois,Gravelines-Dunkerque,-1.623,2.141,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,359,4,2FGA,Szilard Benke,Gravelines-Dunkerque,Boulogne-Levallois,1.029,1.751,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,361,4,2FGA,Bandja Sy,Boulogne-Levallois,Gravelines-Dunkerque,-3.27,1.637,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,363,4,3FGA,Szilard Benke,Gravelines-Dunkerque,Boulogne-Levallois,6.882,1.474,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,365,4,2FGM,Bandja Sy,Boulogne-Levallois,Gravelines-Dunkerque,-1.098,0.259,dunk
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,367,4,3FGA,Dennis Seeley,Gravelines-Dunkerque,Boulogne-Levallois,6.928,0.648,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,369,4,3FGA,Hugo Besson,Boulogne-Levallois,Gravelines-Dunkerque,-0.48,7.483,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,377,4,3FGA,Justin Robinson,Gravelines-Dunkerque,Boulogne-Levallois,3.681,6.657,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,379,4,3FGA,Vafessa Fofana,Gravelines-Dunkerque,Boulogne-Levallois,3.75,6.131,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,381,4,2FGA,Aaron Henry,Boulogne-Levallois,Gravelines-Dunkerque,-2.607,3.7,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,383,4,2FGA,Victor Wembanyama,Boulogne-Levallois,Gravelines-Dunkerque,0,-0.175,putback
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,385,4,2FGM,Victor Wembanyama,Boulogne-Levallois,Gravelines-Dunkerque,0,-0.175,putback
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,389,4,2FGA,Vafessa Fofana,Gravelines-Dunkerque,Boulogne-Levallois,2.103,2.026,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,391,4,2FGM,Devante Jones,Boulogne-Levallois,Gravelines-Dunkerque,-1.166,-0.223,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,404,4,2FGM,Romuald Morency,Gravelines-Dunkerque,Boulogne-Levallois,1.532,0.396,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,405,4,3FGA,Victor Wembanyama,Boulogne-Levallois,Gravelines-Dunkerque,-3.589,6.727,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,409,4,2FGA,Devante Jones,Boulogne-Levallois,Gravelines-Dunkerque,-0.915,1.452,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,423,4,2FGM,Devante Jones,Boulogne-Levallois,Gravelines-Dunkerque,-2.424,1.155,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,428,4,2FGM,Devante Jones,Boulogne-Levallois,Gravelines-Dunkerque,-1.784,0.374,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,430,4,3FGM,Devante Jones,Boulogne-Levallois,Gravelines-Dunkerque,-3.179,6.542,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,431,4,2FGM,Dominik Olejniczak,Gravelines-Dunkerque,Boulogne-Levallois,1.074,2.093,hook shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,438,4,3FGA,Dennis Seeley,Gravelines-Dunkerque,Boulogne-Levallois,6.837,0.122,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,446,4,2FGM,Devante Jones,Boulogne-Levallois,Gravelines-Dunkerque,-0.411,-0.267,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,449,4,2FGA,Dennis Seeley,Gravelines-Dunkerque,Boulogne-Levallois,3.978,4.501,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,455,4,2FGA,Justin Robinson,Gravelines-Dunkerque,Boulogne-Levallois,0.732,0.673,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,457,4,2FGA,Dennis Seeley,Gravelines-Dunkerque,Boulogne-Levallois,-3.567,0.307,jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,464,4,3FGM,Victor Wembanyama,Boulogne-Levallois,Gravelines-Dunkerque,-0.297,7.643,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,466,4,3FGA,Justin Robinson,Gravelines-Dunkerque,Boulogne-Levallois,4.527,6.29,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,474,4,2FGA,Devante Jones,Boulogne-Levallois,Gravelines-Dunkerque,-1.326,2.233,layup
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,476,4,2FGA,Justin Robinson,Gravelines-Dunkerque,Boulogne-Levallois,2.652,0.948,floating jump shot
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,480,4,2FGM,Romuald Morency,Gravelines-Dunkerque,Boulogne-Levallois,1.098,0.511,dunk
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,486,4,3FGA,Victor Wembanyama,Boulogne-Levallois,Gravelines-Dunkerque,2.058,7.598,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,492,4,3FGA,Bandja Sy,Boulogne-Levallois,Gravelines-Dunkerque,-6.974,0.696,
22-23,22-23 PROA,2022-09-23:Gravelines-Dunkerque-Boulogne-Levallois,1,494,4,2FGM,Victor Wembanyama,Boulogne-Levallois,Gravelines-Dunkerque,-1.67,1.245,dunk
22-23,22-23 PROA,2022-09-23:Roanne-Blois,1,3,1,2FGM,Stefan Moody,Roanne,Blois,-0.539,0.332,layup
22-23,22-23 PROA,2022-09-23:Roanne-Blois,1,5,1,2FGA,Amadou Sow,Blois,Roanne,0.647,2.059,jump shot
22-23,22-23 PROA,2022-09-23:Roanne-Blois,1,7,1,3FGM,Jaime Smith,Blois,Roanne,-6.998,2.709,
22-23,22-23 PROA,2022-09-23:Roanne-Blois,1,9,1,3FGM,Stefan Moody,Roanne,Blois,2.691,7.279,
22-23,22-23 PROA,2022-09-23:Roanne-Blois,1,12,1,2FGA,Jakeenan Gant,Roanne,Blois,4.737,1.161,jump shot
22-23,22-23 PROA,2022-09-23:Roanne-Blois,1,15,1,2FGA,Amadou Sow,Blois,Roanne,-1.58,0.729,layup
22-23,22-23 PROA,2022-09-23:Roanne-Blois,1,17,1,2FGM,Yannis Morin,Roanne,Blois,0.108,1.051,dunk
22-23,22-23 PROA,2022-09-23:Roanne-Blois,1,21,1,2FGA,Keandre Cook,Blois,Roanne,1.149,0.693,layup
