season_id,edition_id,game_id,round,action_number,period,type,player_id,team_id,opponent_id,x,y,details
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,30,1,3FGM,Lucas Ugolin,Limoges,Cholet,-5.74,4.459,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,32,1,3FGA,Perry Ellis,Cholet,Limoges,5.221,5.699,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,34,1,3FGM,Lucas Ugolin,Limoges,Cholet,-3.663,6.565,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,38,1,2FGM,Bryce Jones,Limoges,Cholet,-0.75,0.822,layup
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,43,1,2FGM,Wilfried Yeguete,Limoges,Cholet,-0.519,0.791,layup
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,45,1,2FGA,Justin Patton,Cholet,Limoges,-1.818,0.503,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,47,1,3FGA,Lucas Ugolin,Limoges,Cholet,-3.462,6.422,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,50,1,3FGA,Nicolas Lang,Limoges,Cholet,-2.106,7.402,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,52,1,3FGM,Lucas Ugolin,Limoges,Cholet,0.231,7.346,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,54,1,3FGA,Boris Dallo,Cholet,Limoges,2.913,6.825,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,56,1,2FGA,Justin Patton,Cholet,Limoges,-0.028,1.802,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,58,1,2FGM,Justin Patton,Cholet,Limoges,0,-0.175,putback
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,59,1,2FGA,Nicolas Lang,Limoges,Cholet,-3.837,1.774,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,77,1,2FGM,Desi Rodriguez,Limoges,Cholet,1.328,1.572,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,85,1,3FGA,Gaylor Curier,Cholet,Limoges,-6.172,3.795,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,87,1,2FGM,Neal Sako,Cholet,Limoges,0,-0.175,putback
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,88,1,2FGM,Bryce Jones,Limoges,Cholet,-2.943,4.574,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,89,1,2FGM,Neal Sako,Cholet,Limoges,0.087,1.399,layup
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,90,1,3FGM,Nicolas Lang,Limoges,Cholet,3.779,6.509,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,99,1,2FGA,Nicolas Lang,Limoges,Cholet,0.144,5.237,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,101,1,2FGA,Wilfried Yeguete,Limoges,Cholet,0,-0.175,putback
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,111,1,3FGM,Gaylor Curier,Cholet,Limoges,5.798,4.803,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,119,2,3FGM,Gaylor Curier,Cholet,Limoges,4.5,6.075,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,121,2,2FGA,Wilfried Yeguete,Limoges,Cholet,-1.759,1.572,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,123,2,3FGM,Enzo Goudou-Sinha,Cholet,Limoges,4.644,5.96,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,126,2,2FGM,Lucas Ugolin,Limoges,Cholet,-0.231,0.561,dunk
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,127,2,2FGA,Neal Sako,Cholet,Limoges,-1.788,0.503,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,129,2,2FGM,Wilfried Yeguete,Limoges,Cholet,1.962,0.589,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,131,2,3FGA,Gaylor Curier,Cholet,Limoges,4.212,6.248,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,133,2,2FGM,Gaylor Curier,Cholet,Limoges,4.182,2.149,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,135,2,3FGA,Gavin Schilling,Limoges,Cholet,1.125,7.575,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,137,2,3FGA,Kim Tillie,Cholet,Limoges,-6,3.678,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,144,2,2FGM,Kim Tillie,Cholet,Limoges,0.807,0.965,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,149,2,3FGA,Desi Rodriguez,Limoges,Cholet,6.115,3.765,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,152,2,3FGA,Enzo Goudou-Sinha,Cholet,Limoges,4.76,6.133,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,161,2,2FGM,Justin Patton,Cholet,Limoges,-0.778,0.735,layup
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,169,2,2FGA,Wilfried Yeguete,Limoges,Cholet,-0.288,1.628,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,173,2,3FGA,Dominic Artis,Cholet,Limoges,1.847,7.113,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,177,2,2FGM,Mathieu Wojciechowski,Limoges,Cholet,-0.259,0.85,dunk
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,179,2,2FGM,Gaylor Curier,Cholet,Limoges,0.318,0.735,dunk
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,183,2,2FGM,Perry Ellis,Cholet,Limoges,0.75,0.735,alley oop
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,185,2,2FGM,Nicolas Lang,Limoges,Cholet,1.557,1.802,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,190,2,2FGA,Wilfried Yeguete,Limoges,Cholet,-1.557,1.166,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,194,2,3FGM,Bryce Jones,Limoges,Cholet,-0.403,7.603,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,195,2,3FGA,Perry Ellis,Cholet,Limoges,-6.057,3.65,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,197,2,2FGM,Justin Patton,Cholet,Limoges,0.028,0.85,dunk
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,199,2,2FGM,Bryce Jones,Limoges,Cholet,-0.807,0.648,layup
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,200,2,3FGM,Boris Dallo,Cholet,Limoges,-5.337,5.151,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,202,2,3FGM,Nicolas Lang,Limoges,Cholet,3.779,6.825,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,203,2,3FGM,Boris Dallo,Cholet,Limoges,-4.471,5.96,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,205,2,3FGA,Nicolas Lang,Limoges,Cholet,3.432,9.855,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,212,3,2FGM,Nicolas Lang,Limoges,Cholet,0.837,0.822,layup
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,214,3,3FGA,Tj Campbell,Cholet,Limoges,-0.837,7.575,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,216,3,2FGM,Wilfried Yeguete,Limoges,Cholet,-0.432,0.589,layup
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,218,3,3FGA,Boris Dallo,Cholet,Limoges,4.413,6.651,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,220,3,2FGM,Dominic Artis,Cholet,Limoges,-3.647,4.445,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,221,3,3FGA,Bryce Jones,Limoges,Cholet,2.047,6.999,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,223,3,2FGA,Boris Dallo,Cholet,Limoges,2.828,4.803,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,225,3,2FGM,Bryce Jones,Limoges,Cholet,0.953,0.589,layup
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,226,3,2FGM,Dominic Artis,Cholet,Limoges,3.922,4.112,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,227,3,2FGA,Desi Rodriguez,Limoges,Cholet,0.981,0.329,layup
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,229,3,3FGM,Dominic Artis,Cholet,Limoges,4.672,5.842,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,233,3,2FGM,Perry Ellis,Cholet,Limoges,-0.547,2.611,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,235,3,3FGA,Bryce Jones,Limoges,Cholet,-0.203,7.517,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,238,3,2FGA,Nicolas Lang,Limoges,Cholet,-3.432,3.91,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,242,3,3FGM,Tj Campbell,Cholet,Limoges,5.51,4.803,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,249,3,2FGA,Bryce Jones,Limoges,Cholet,-2.337,4.63,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,251,3,2FGM,Wilfried Yeguete,Limoges,Cholet,0,-0.175,putback
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,271,3,3FGM,Enzo Goudou-Sinha,Cholet,Limoges,4.125,6.509,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,276,3,2FGA,Desi Rodriguez,Limoges,Cholet,1.241,1.051,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,278,3,3FGA,Dominic Artis,Cholet,Limoges,-2.712,7.113,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,280,3,2FGM,Nicolas Lang,Limoges,Cholet,1.212,0.909,layup
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,289,3,2FGA,Gavin Schilling,Limoges,Cholet,0.231,2.379,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,291,3,2FGA,Dominic Artis,Cholet,Limoges,-4.385,0.099,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,295,3,3FGA,Dominic Artis,Cholet,Limoges,2.625,7.287,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,305,3,2FGA,Nicolas Lang,Limoges,Cholet,-0.837,2.062,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,312,3,3FGM,Enzo Goudou-Sinha,Cholet,Limoges,5.106,5.383,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,314,3,3FGA,Lucas Ugolin,Limoges,Cholet,-4.471,5.901,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,320,3,3FGA,Lucas Ugolin,Limoges,Cholet,-2.971,9.25,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,330,4,2FGM,Bryce Jones,Limoges,Cholet,1.125,4.459,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,331,4,3FGM,Enzo Goudou-Sinha,Cholet,Limoges,4.125,6.738,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,333,4,2FGA,Nicolas Lang,Limoges,Cholet,-3.519,0.85,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,335,4,2FGM,Gavin Schilling,Limoges,Cholet,0.288,1.746,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,336,4,3FGA,Gaylor Curier,Cholet,Limoges,-2.682,7.027,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,347,4,3FGA,Enzo Goudou-Sinha,Cholet,Limoges,-2.913,6.94,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,349,4,2FGA,Bryce Jones,Limoges,Cholet,1.672,1.34,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,351,4,2FGA,Bryce Jones,Limoges,Cholet,0,-0.175,putback
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,353,4,2FGM,Justin Patton,Cholet,Limoges,-0.028,4.689,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,355,4,3FGM,Nicolas Lang,Limoges,Cholet,-0.375,7.228,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,357,4,3FGM,Enzo Goudou-Sinha,Cholet,Limoges,4.125,6.335,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,369,4,2FGA,Justin Patton,Cholet,Limoges,-0.087,1.079,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,371,4,3FGA,Bryce Jones,Limoges,Cholet,-1.903,7.027,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,375,4,2FGM,Bryce Jones,Limoges,Cholet,-0.634,0.909,layup
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,381,4,3FGA,Nicolas Lang,Limoges,Cholet,1.009,7.374,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,383,4,2FGM,Gaylor Curier,Cholet,Limoges,-0.288,0.85,layup
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,385,4,3FGA,Mathieu Wojciechowski,Limoges,Cholet,3.462,6.738,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,387,4,2FGA,Boris Dallo,Cholet,Limoges,0.547,1.166,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,389,4,3FGA,Lucas Ugolin,Limoges,Cholet,-3.779,6.766,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,391,4,3FGA,Dominic Artis,Cholet,Limoges,3.693,6.509,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,393,4,2FGA,Bryce Jones,Limoges,Cholet,-0.116,0.648,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,395,4,3FGA,Nicolas Lang,Limoges,Cholet,3.807,6.478,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,410,4,2FGA,Boris Dallo,Cholet,Limoges,-0.231,1.513,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,412,4,2FGA,Justin Patton,Cholet,Limoges,0,-0.175,putback
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,416,4,3FGA,Boris Dallo,Cholet,Limoges,2.74,7.055,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,418,4,2FGM,Wilfried Yeguete,Limoges,Cholet,0.172,1.455,floating jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,430,4,3FGA,Nicolas Lang,Limoges,Cholet,3.981,6.71,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,434,4,2FGA,Dominic Artis,Cholet,Limoges,-3.087,5.064,jump shot
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,441,4,3FGA,Gaylor Curier,Cholet,Limoges,4.615,6.422,
22-23,22-23 PROA,2022-12-27:Cholet-Limoges,15,443,4,3FGA,Boris Dallo,Cholet,Limoges,3.26,6.971,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,3,1,2FGM,Aamir Simms,Paris,Gravelines-Dunkerque,0.926,3.468,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,6,1,2FGM,Tyrone Wallace,Paris,Gravelines-Dunkerque,0.783,1.673,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,8,1,2FGA,Justin Robinson,Gravelines-Dunkerque,Paris,-3.06,4.549,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,10,1,2FGA,Kyle Allman,Paris,Gravelines-Dunkerque,1.95,4.434,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,12,1,3FGM,Axel Toupane,Paris,Gravelines-Dunkerque,-6.846,2.099,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,14,1,2FGA,Jajuan Johnson,Gravelines-Dunkerque,Paris,-1.779,2.3,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,18,1,2FGM,Jajuan Johnson,Gravelines-Dunkerque,Paris,-0.156,3.952,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,20,1,2FGM,Jeremy Evans,Paris,Gravelines-Dunkerque,-0.669,0.875,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,25,1,2FGM,Jajuan Johnson,Gravelines-Dunkerque,Paris,-0.355,3.353,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,27,1,2FGA,Kyle Allman,Paris,Gravelines-Dunkerque,-2.207,0.335,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,40,1,2FGM,Tyrone Wallace,Paris,Gravelines-Dunkerque,-1.437,0.561,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,43,1,2FGM,Jajuan Johnson,Gravelines-Dunkerque,Paris,1.95,3.809,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,45,1,3FGA,Tyrone Wallace,Paris,Gravelines-Dunkerque,-5.707,5.12,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,47,1,3FGA,Kyle Allman,Paris,Gravelines-Dunkerque,1.978,7.741,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,49,1,2FGM,Jajuan Johnson,Gravelines-Dunkerque,Paris,1.097,0.99,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,59,1,2FGM,Ismael Kamagate,Paris,Gravelines-Dunkerque,-3.514,0.903,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,61,1,2FGM,Jajuan Johnson,Gravelines-Dunkerque,Paris,-1.58,4.663,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,68,1,3FGA,Vince Edwards,Gravelines-Dunkerque,Paris,4.995,6.145,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,70,1,3FGA,Gauthier Denis,Paris,Gravelines-Dunkerque,4.369,6.03,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,72,1,3FGM,Justin Robinson,Gravelines-Dunkerque,Paris,4.227,6.828,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,73,1,3FGM,Jeremy Evans,Paris,Gravelines-Dunkerque,7.272,0.475,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,75,1,3FGA,Justin Robinson,Gravelines-Dunkerque,Paris,-4.484,5.915,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,83,1,2FGA,Aamir Simms,Paris,Gravelines-Dunkerque,-3.43,2.583,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,85,1,2FGM,Mehdy Ngouama,Gravelines-Dunkerque,Paris,0.897,1.13,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,86,1,2FGM,Ismael Kamagate,Paris,Gravelines-Dunkerque,-1.209,0.391,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,88,1,2FGM,Mehdy Ngouama,Gravelines-Dunkerque,Paris,2.433,2.127,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,89,1,3FGA,Gauthier Denis,Paris,Gravelines-Dunkerque,-0.954,7.825,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,91,1,2FGA,Jajuan Johnson,Gravelines-Dunkerque,Paris,0.47,4.778,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,97,1,3FGM,Szilard Benke,Gravelines-Dunkerque,Paris,5.905,5.859,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,107,1,2FGM,Dominik Olejniczak,Gravelines-Dunkerque,Paris,0.783,2.925,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,109,1,3FGA,Aamir Simms,Paris,Gravelines-Dunkerque,-5.195,6.315,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,113,2,2FGM,Dominik Olejniczak,Gravelines-Dunkerque,Paris,0.982,2.071,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,115,2,3FGA,Aamir Simms,Paris,Gravelines-Dunkerque,-4.027,6.43,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,117,2,3FGM,Amar Gegic,Paris,Gravelines-Dunkerque,-1.437,6.943,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,120,2,3FGA,Szilard Benke,Gravelines-Dunkerque,Paris,-6.219,4.549,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,127,2,3FGM,Vince Edwards,Gravelines-Dunkerque,Paris,-2.461,7.225,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,129,2,2FGM,Tyrone Wallace,Paris,Gravelines-Dunkerque,-0.926,0.959,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,139,2,2FGM,Mehdy Ngouama,Gravelines-Dunkerque,Paris,0.526,3.552,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,140,2,2FGA,Aamir Simms,Paris,Gravelines-Dunkerque,-0.84,1.074,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,142,2,2FGM,Jeremy Evans,Paris,Gravelines-Dunkerque,0,-0.175,putback
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,143,2,3FGA,Matthieu Gauzin,Gravelines-Dunkerque,Paris,-1.38,7.654,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,145,2,3FGA,Jeremy Evans,Paris,Gravelines-Dunkerque,3.856,6.999,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,147,2,3FGA,Mehdy Ngouama,Gravelines-Dunkerque,Paris,-1.58,6.856,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,150,2,3FGA,Tyrone Wallace,Paris,Gravelines-Dunkerque,2.946,6.57,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,152,2,2FGA,Jeremy Evans,Paris,Gravelines-Dunkerque,0,-0.175,putback
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,154,2,3FGA,Szilard Benke,Gravelines-Dunkerque,Paris,-2.206,7.197,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,161,2,2FGA,Aamir Simms,Paris,Gravelines-Dunkerque,-3.402,0.248,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,181,2,2FGM,Kyle Allman,Paris,Gravelines-Dunkerque,-1.751,1.502,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,185,2,3FGM,Axel Toupane,Paris,Gravelines-Dunkerque,-0.156,7.312,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,186,2,2FGA,Jajuan Johnson,Gravelines-Dunkerque,Paris,3.571,4.123,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,188,2,3FGA,Kyle Allman,Paris,Gravelines-Dunkerque,-4.255,6.002,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,190,2,3FGA,Vafessa Fofana,Gravelines-Dunkerque,Paris,-4.369,6.458,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,192,2,2FGA,Kyle Allman,Paris,Gravelines-Dunkerque,-3.317,3.437,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,194,2,2FGM,Justin Robinson,Gravelines-Dunkerque,Paris,-0.926,2.071,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,206,2,3FGA,Vafessa Fofana,Gravelines-Dunkerque,Paris,-6.59,3.952,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,208,2,2FGM,Szilard Benke,Gravelines-Dunkerque,Paris,0.526,1.443,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,210,2,2FGM,Jeremy Evans,Paris,Gravelines-Dunkerque,-1.922,1.018,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,212,2,3FGM,Vafessa Fofana,Gravelines-Dunkerque,Paris,-6.958,0.304,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,222,2,2FGA,Justin Robinson,Gravelines-Dunkerque,Paris,3.685,5.12,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,224,2,3FGA,Mehdy Ngouama,Gravelines-Dunkerque,Paris,1.153,7.055,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,226,2,3FGA,Kyle Allman,Paris,Gravelines-Dunkerque,-4.938,6.173,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,258,3,2FGA,Jajuan Johnson,Gravelines-Dunkerque,Paris,-1.466,1.872,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,262,3,2FGM,Jajuan Johnson,Gravelines-Dunkerque,Paris,0,-0.175,putback
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,270,3,3FGM,Szilard Benke,Gravelines-Dunkerque,Paris,5.223,5.66,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,276,3,3FGM,Vafessa Fofana,Gravelines-Dunkerque,Paris,-0.327,7.825,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,281,3,2FGA,Jajuan Johnson,Gravelines-Dunkerque,Paris,-2.461,5.604,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,285,3,2FGM,Vafessa Fofana,Gravelines-Dunkerque,Paris,-0.612,2.185,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,286,3,3FGM,Kyle Allman,Paris,Gravelines-Dunkerque,6.817,1.928,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,288,3,2FGM,Jajuan Johnson,Gravelines-Dunkerque,Paris,-4.085,0.363,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,290,3,3FGM,Axel Toupane,Paris,Gravelines-Dunkerque,3.942,6.629,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,292,3,2FGA,Szilard Benke,Gravelines-Dunkerque,Paris,3.288,3.238,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,294,3,2FGM,Jeremy Evans,Paris,Gravelines-Dunkerque,0.07,0.248,jump shot
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,296,3,3FGA,Vafessa Fofana,Gravelines-Dunkerque,Paris,-3.003,6.828,
22-23,22-23 PROA,2022-12-27:Paris-Gravelines-Dunkerque,15,300,3,2FGA,Axel Toupane,Paris,Gravelines-Dunkerque,0.014,1.53,jump shot
